selector, num_iters, interval_mean, cali_t_per_iter, weight_overhead, weight_cali, overhead_average, cali_t_average, weighted_overhead, weighted_cali, weighted_sum, num_nodes, prob, case_types_id, case_location_id, case_presence_id
nodal, 100, 7.82, 8919.36, 1e+05, 1, 0.1278772, 1140.583, 12787.72, 1140.583, 13928.31, 70, 50, 2, 1, 4
local, 100, 8.96, 8206.77, 1e+05, 1, 0.1116071, 915.9342, 11160.71, 915.9342, 12076.65, 70, 50, 2, 1, 4
minimal, 100, 5.8, 9915.29, 1e+05, 1, 0.1724138, 1709.533, 17241.38, 1709.533, 18950.91, 70, 50, 2, 1, 5
all, 100, 23, 22790, 1e+05, 1, 0.04347826, 990.8696, 4347.826, 990.8696, 5338.696, 70, 50, 2, 1, 5
nodal, 100, 6.9, 7927.81, 1e+05, 1, 0.1449275, 1148.958, 14492.75, 1148.958, 15641.71, 70, 50, 2, 1, 5
local, 100, 8.74, 7878.42, 1e+05, 1, 0.1144165, 901.4211, 11441.65, 901.4211, 12343.07, 70, 50, 2, 1, 5
minimal, 100, 5.8, 10661.77, 1e+05, 1, 0.1724138, 1838.236, 17241.38, 1838.236, 19079.62, 70, 50, 2, 2, 1
all, 100, 23, 24013, 1e+05, 1, 0.04347826, 1044.043, 4347.826, 1044.043, 5391.87, 70, 50, 2, 2, 1
nodal, 100, 6.9, 7730.75, 1e+05, 1, 0.1449275, 1120.399, 14492.75, 1120.399, 15613.15, 70, 50, 2, 2, 1
local, 100, 7.82, 7560.79, 1e+05, 1, 0.1278772, 966.8529, 12787.72, 966.8529, 13754.58, 70, 50, 2, 2, 1
minimal, 100, 5.8, 9540.85, 1e+05, 1, 0.1724138, 1644.974, 17241.38, 1644.974, 18886.35, 70, 50, 2, 2, 2
all, 100, 23, 22496, 1e+05, 1, 0.04347826, 978.087, 4347.826, 978.087, 5325.913, 70, 50, 2, 2, 2
nodal, 100, 6.9, 7732.65, 1e+05, 1, 0.1449275, 1120.674, 14492.75, 1120.674, 15613.43, 70, 50, 2, 2, 2
local, 100, 7.82, 6990.59, 1e+05, 1, 0.1278772, 893.9373, 12787.72, 893.9373, 13681.66, 70, 50, 2, 2, 2
minimal, 100, 5.8, 9946.08, 1e+05, 1, 0.1724138, 1714.841, 17241.38, 1714.841, 18956.22, 70, 50, 2, 2, 3
all, 100, 23, 23353, 1e+05, 1, 0.04347826, 1015.348, 4347.826, 1015.348, 5363.174, 70, 50, 2, 2, 3
nodal, 100, 5.8, 6894.1, 1e+05, 1, 0.1724138, 1188.638, 17241.38, 1188.638, 18430.02, 70, 50, 2, 2, 3
local, 100, 6.9, 6424.68, 1e+05, 1, 0.1449275, 931.113, 14492.75, 931.113, 15423.87, 70, 50, 2, 2, 3
minimal, 100, 5.8, 10607.93, 1e+05, 1, 0.1724138, 1828.953, 17241.38, 1828.953, 19070.33, 70, 50, 2, 2, 4
all, 100, 23, 24312, 1e+05, 1, 0.04347826, 1057.043, 4347.826, 1057.043, 5404.87, 70, 50, 2, 2, 4
nodal, 100, 7.82, 9290.8, 1e+05, 1, 0.1278772, 1188.082, 12787.72, 1188.082, 13975.81, 70, 50, 2, 2, 4
local, 100, 8.74, 8433.1, 1e+05, 1, 0.1144165, 964.8856, 11441.65, 964.8856, 12406.53, 70, 50, 2, 2, 4
minimal, 100, 5.8, 9915.86, 1e+05, 1, 0.1724138, 1709.631, 17241.38, 1709.631, 18951.01, 70, 50, 2, 2, 5
all, 100, 23, 23618, 1e+05, 1, 0.04347826, 1026.87, 4347.826, 1026.87, 5374.696, 70, 50, 2, 2, 5
nodal, 100, 6.9, 7850.9, 1e+05, 1, 0.1449275, 1137.812, 14492.75, 1137.812, 15630.57, 70, 50, 2, 2, 5
local, 100, 7.82, 7280.88, 1e+05, 1, 0.1278772, 931.0588, 12787.72, 931.0588, 13718.78, 70, 50, 2, 2, 5
minimal, 100, 5.51, 10107.64, 1e+05, 1, 0.1814882, 1834.417, 18148.82, 1834.417, 19983.24, 75, 50, 1, 1, 1
all, 100, 18, 22234, 1e+05, 1, 0.05555556, 1235.222, 5555.556, 1235.222, 6790.778, 75, 50, 1, 1, 1
nodal, 100, 7.02, 8368.86, 1e+05, 1, 0.1424501, 1192.145, 14245.01, 1192.145, 15437.16, 75, 50, 1, 1, 1
local, 100, 7.02, 7089.12, 1e+05, 1, 0.1424501, 1009.846, 14245.01, 1009.846, 15254.86, 75, 50, 1, 1, 1
minimal, 100, 5.51, 10579.84, 1e+05, 1, 0.1814882, 1920.116, 18148.82, 1920.116, 20068.94, 75, 50, 1, 1, 2
all, 100, 18, 23473, 1e+05, 1, 0.05555556, 1304.056, 5555.556, 1304.056, 6859.611, 75, 50, 1, 1, 2
nodal, 100, 7.82, 10030.84, 1e+05, 1, 0.1278772, 1282.716, 12787.72, 1282.716, 14070.44, 75, 50, 1, 1, 2
local, 100, 8.7, 9390.26, 1e+05, 1, 0.1149425, 1079.34, 11494.25, 1079.34, 12573.59, 75, 50, 1, 1, 2
minimal, 100, 5.51, 9710.76, 1e+05, 1, 0.1814882, 1762.388, 18148.82, 1762.388, 19911.21, 75, 50, 1, 1, 3
all, 100, 18, 23006, 1e+05, 1, 0.05555556, 1278.111, 5555.556, 1278.111, 6833.667, 75, 50, 1, 1, 3
nodal, 100, 6.48, 7797.48, 1e+05, 1, 0.154321, 1203.315, 15432.1, 1203.315, 16635.41, 75, 50, 1, 1, 3
local, 100, 7.82, 7663.05, 1e+05, 1, 0.1278772, 979.9297, 12787.72, 979.9297, 13767.65, 75, 50, 1, 1, 3
minimal, 100, 5.51, 10742.9, 1e+05, 1, 0.1814882, 1949.71, 18148.82, 1949.71, 20098.53, 75, 50, 1, 1, 4
all, 100, 18, 23603, 1e+05, 1, 0.05555556, 1311.278, 5555.556, 1311.278, 6866.833, 75, 50, 1, 1, 4
nodal, 100, 6.96, 8846.6, 1e+05, 1, 0.1436782, 1271.063, 14367.82, 1271.063, 15638.88, 75, 50, 1, 1, 4
local, 100, 6.96, 7216.16, 1e+05, 1, 0.1436782, 1036.805, 14367.82, 1036.805, 15404.62, 75, 50, 1, 1, 4
minimal, 100, 5.51, 10396.9, 1e+05, 1, 0.1814882, 1886.915, 18148.82, 1886.915, 20035.74, 75, 50, 1, 1, 5
all, 100, 18, 22472, 1e+05, 1, 0.05555556, 1248.444, 5555.556, 1248.444, 6804, 75, 50, 1, 1, 5
nodal, 100, 7.82, 9564.78, 1e+05, 1, 0.1278772, 1223.118, 12787.72, 1223.118, 14010.84, 75, 50, 1, 1, 5
local, 100, 8.7, 9168.46, 1e+05, 1, 0.1149425, 1053.846, 11494.25, 1053.846, 12548.1, 75, 50, 1, 1, 5
minimal, 100, 5.51, 11141.52, 1e+05, 1, 0.1814882, 2022.054, 18148.82, 2022.054, 20170.87, 75, 50, 1, 2, 1
all, 100, 18, 24231, 1e+05, 1, 0.05555556, 1346.167, 5555.556, 1346.167, 6901.722, 75, 50, 1, 2, 1
nodal, 100, 7.02, 9052.06, 1e+05, 1, 0.1424501, 1289.467, 14245.01, 1289.467, 15534.48, 75, 50, 1, 2, 1
local, 100, 7.02, 7797.28, 1e+05, 1, 0.1424501, 1110.724, 14245.01, 1110.724, 15355.74, 75, 50, 1, 2, 1
minimal, 100, 5.51, 11018.5, 1e+05, 1, 0.1814882, 1999.728, 18148.82, 1999.728, 20148.55, 75, 50, 1, 2, 2
all, 100, 18, 24616, 1e+05, 1, 0.05555556, 1367.556, 5555.556, 1367.556, 6923.111, 75, 50, 1, 2, 2
nodal, 100, 7.82, 10065.2, 1e+05, 1, 0.1278772, 1287.11, 12787.72, 1287.11, 14074.83, 75, 50, 1, 2, 2
local, 100, 7.82, 8643.04, 1e+05, 1, 0.1278772, 1105.248, 12787.72, 1105.248, 13892.97, 75, 50, 1, 2, 2
minimal, 100, 5.51, 9822.52, 1e+05, 1, 0.1814882, 1782.672, 18148.82, 1782.672, 19931.49, 75, 50, 1, 2, 3
all, 100, 18, 23695, 1e+05, 1, 0.05555556, 1316.389, 5555.556, 1316.389, 6871.944, 75, 50, 1, 2, 3
nodal, 100, 6.48, 8188.11, 1e+05, 1, 0.154321, 1263.597, 15432.1, 1263.597, 16695.7, 75, 50, 1, 2, 3
local, 100, 6.96, 6975.84, 1e+05, 1, 0.1436782, 1002.276, 14367.82, 1002.276, 15370.09, 75, 50, 1, 2, 3
minimal, 100, 5.51, 10753.79, 1e+05, 1, 0.1814882, 1951.686, 18148.82, 1951.686, 20100.51, 75, 50, 1, 2, 4
all, 100, 18, 25086, 1e+05, 1, 0.05555556, 1393.667, 5555.556, 1393.667, 6949.222, 75, 50, 1, 2, 4
nodal, 100, 6.96, 8666.61, 1e+05, 1, 0.1436782, 1245.203, 14367.82, 1245.203, 15613.02, 75, 50, 1, 2, 4
local, 100, 7.82, 8438.18, 1e+05, 1, 0.1278772, 1079.051, 12787.72, 1079.051, 13866.77, 75, 50, 1, 2, 4
minimal, 100, 5.51, 10910.67, 1e+05, 1, 0.1814882, 1980.158, 18148.82, 1980.158, 20128.98, 75, 50, 1, 2, 5
all, 100, 18, 24011, 1e+05, 1, 0.05555556, 1333.944, 5555.556, 1333.944, 6889.5, 75, 50, 1, 2, 5
nodal, 100, 7.82, 10216.84, 1e+05, 1, 0.1278772, 1306.501, 12787.72, 1306.501, 14094.23, 75, 50, 1, 2, 5
local, 100, 7.82, 8656.62, 1e+05, 1, 0.1278772, 1106.985, 12787.72, 1106.985, 13894.71, 75, 50, 1, 2, 5
minimal, 100, 5.8, 9862.1, 1e+05, 1, 0.1724138, 1700.362, 17241.38, 1700.362, 18941.74, 75, 50, 2, 1, 1
all, 100, 23, 22875, 1e+05, 1, 0.04347826, 994.5652, 4347.826, 994.5652, 5342.391, 75, 50, 2, 1, 1
nodal, 100, 6.21, 6789.96, 1e+05, 1, 0.1610306, 1093.391, 16103.06, 1093.391, 17196.45, 75, 50, 2, 1, 1
local, 100, 7.8, 6946.93, 1e+05, 1, 0.1282051, 890.6321, 12820.51, 890.6321, 13711.14, 75, 50, 2, 1, 1
minimal, 100, 5.8, 10190.9, 1e+05, 1, 0.1724138, 1757.052, 17241.38, 1757.052, 18998.43, 75, 50, 2, 1, 2
all, 100, 23, 23124, 1e+05, 1, 0.04347826, 1005.391, 4347.826, 1005.391, 5353.217, 75, 50, 2, 1, 2
nodal, 100, 7.82, 9710.1, 1e+05, 1, 0.1278772, 1241.701, 12787.72, 1241.701, 14029.42, 75, 50, 2, 1, 2
local, 100, 7.82, 7286.72, 1e+05, 1, 0.1278772, 931.8056, 12787.72, 931.8056, 13719.53, 75, 50, 2, 1, 2
minimal, 100, 5.8, 9906.74, 1e+05, 1, 0.1724138, 1708.059, 17241.38, 1708.059, 18949.44, 75, 50, 2, 1, 3
all, 100, 23, 22520, 1e+05, 1, 0.04347826, 979.1304, 4347.826, 979.1304, 5326.957, 75, 50, 2, 1, 3
nodal, 100, 5.8, 6433.49, 1e+05, 1, 0.1724138, 1109.222, 17241.38, 1109.222, 18350.6, 75, 50, 2, 1, 3
local, 100, 7.02, 6265.98, 1e+05, 1, 0.1424501, 892.5897, 14245.01, 892.5897, 15137.6, 75, 50, 2, 1, 3
minimal, 100, 5.8, 10877.69, 1e+05, 1, 0.1724138, 1875.464, 17241.38, 1875.464, 19116.84, 75, 50, 2, 1, 4
all, 100, 23, 23103, 1e+05, 1, 0.04347826, 1004.478, 4347.826, 1004.478, 5352.304, 75, 50, 2, 1, 4
nodal, 100, 5.8, 7012.34, 1e+05, 1, 0.1724138, 1209.024, 17241.38, 1209.024, 18450.4, 75, 50, 2, 1, 4
local, 100, 6.9, 6338.31, 1e+05, 1, 0.1449275, 918.5957, 14492.75, 918.5957, 15411.35, 75, 50, 2, 1, 4
minimal, 100, 5.8, 10869.5, 1e+05, 1, 0.1724138, 1874.052, 17241.38, 1874.052, 19115.43, 75, 50, 2, 1, 5
all, 100, 23, 23174, 1e+05, 1, 0.04347826, 1007.565, 4347.826, 1007.565, 5355.391, 75, 50, 2, 1, 5
nodal, 100, 6.9, 8442.97, 1e+05, 1, 0.1449275, 1223.619, 14492.75, 1223.619, 15716.37, 75, 50, 2, 1, 5
local, 100, 7.82, 7300.26, 1e+05, 1, 0.1278772, 933.5371, 12787.72, 933.5371, 13721.26, 75, 50, 2, 1, 5
minimal, 100, 5.8, 10454.45, 1e+05, 1, 0.1724138, 1802.491, 17241.38, 1802.491, 19043.87, 75, 50, 2, 2, 1
all, 100, 23, 23731, 1e+05, 1, 0.04347826, 1031.783, 4347.826, 1031.783, 5379.609, 75, 50, 2, 2, 1
nodal, 100, 6.21, 7209.09, 1e+05, 1, 0.1610306, 1160.884, 16103.06, 1160.884, 17263.94, 75, 50, 2, 2, 1
local, 100, 8.97, 8564.13, 1e+05, 1, 0.1114827, 954.7525, 11148.27, 954.7525, 12103.02, 75, 50, 2, 2, 1
minimal, 100, 5.8, 10671.36, 1e+05, 1, 0.1724138, 1839.89, 17241.38, 1839.89, 19081.27, 75, 50, 2, 2, 2
all, 100, 23, 24659, 1e+05, 1, 0.04347826, 1072.13, 4347.826, 1072.13, 5419.957, 75, 50, 2, 2, 2
nodal, 100, 7.82, 9732.33, 1e+05, 1, 0.1278772, 1244.543, 12787.72, 1244.543, 14032.27, 75, 50, 2, 2, 2
local, 100, 7.82, 7611.44, 1e+05, 1, 0.1278772, 973.3299, 12787.72, 973.3299, 13761.05, 75, 50, 2, 2, 2
minimal, 100, 5.8, 10171.81, 1e+05, 1, 0.1724138, 1753.76, 17241.38, 1753.76, 18995.14, 75, 50, 2, 2, 3
all, 100, 23, 23584, 1e+05, 1, 0.04347826, 1025.391, 4347.826, 1025.391, 5373.217, 75, 50, 2, 2, 3
nodal, 100, 5.8, 6703.3, 1e+05, 1, 0.1724138, 1155.741, 17241.38, 1155.741, 18397.12, 75, 50, 2, 2, 3
local, 100, 6.5, 5937.67, 1e+05, 1, 0.1538462, 913.4877, 15384.62, 913.4877, 16298.1, 75, 50, 2, 2, 3
minimal, 100, 5.8, 11033.17, 1e+05, 1, 0.1724138, 1902.271, 17241.38, 1902.271, 19143.65, 75, 50, 2, 2, 4
all, 100, 23, 24724, 1e+05, 1, 0.04347826, 1074.957, 4347.826, 1074.957, 5422.783, 75, 50, 2, 2, 4
nodal, 100, 5.8, 6955.83, 1e+05, 1, 0.1724138, 1199.281, 17241.38, 1199.281, 18440.66, 75, 50, 2, 2, 4
local, 100, 6.9, 6841.15, 1e+05, 1, 0.1449275, 991.471, 14492.75, 991.471, 15484.22, 75, 50, 2, 2, 4
minimal, 100, 5.8, 11022.45, 1e+05, 1, 0.1724138, 1900.422, 17241.38, 1900.422, 19141.8, 75, 50, 2, 2, 5
all, 100, 23, 24717, 1e+05, 1, 0.04347826, 1074.652, 4347.826, 1074.652, 5422.478, 75, 50, 2, 2, 5
nodal, 100, 6.9, 8367.8, 1e+05, 1, 0.1449275, 1212.725, 14492.75, 1212.725, 15705.48, 75, 50, 2, 2, 5
local, 100, 6.9, 6756.84, 1e+05, 1, 0.1449275, 979.2522, 14492.75, 979.2522, 15472.01, 75, 50, 2, 2, 5
minimal, 100, 5.51, 11625.12, 1e+05, 1, 0.1814882, 2109.822, 18148.82, 2109.822, 20258.64, 80, 50, 1, 1, 1
all, 100, 18, 24320, 1e+05, 1, 0.05555556, 1351.111, 5555.556, 1351.111, 6906.667, 80, 50, 1, 1, 1
nodal, 100, 6.96, 9694.15, 1e+05, 1, 0.1436782, 1392.838, 14367.82, 1392.838, 15760.65, 80, 50, 1, 1, 1
local, 100, 7.82, 9190.36, 1e+05, 1, 0.1278772, 1175.238, 12787.72, 1175.238, 13962.96, 80, 50, 1, 1, 1
minimal, 100, 5.51, 10878.43, 1e+05, 1, 0.1814882, 1974.307, 18148.82, 1974.307, 20123.13, 80, 50, 1, 1, 2
all, 100, 18, 24212, 1e+05, 1, 0.05555556, 1345.111, 5555.556, 1345.111, 6900.667, 80, 50, 1, 1, 2
nodal, 100, 6.96, 9424.92, 1e+05, 1, 0.1436782, 1354.155, 14367.82, 1354.155, 15721.97, 80, 50, 1, 1, 2
local, 100, 7.82, 8732.32, 1e+05, 1, 0.1278772, 1116.665, 12787.72, 1116.665, 13904.39, 80, 50, 1, 1, 2
minimal, 100, 5.51, 11404.78, 1e+05, 1, 0.1814882, 2069.833, 18148.82, 2069.833, 20218.65, 80, 50, 1, 1, 3
all, 100, 18, 23775, 1e+05, 1, 0.05555556, 1320.833, 5555.556, 1320.833, 6876.389, 80, 50, 1, 1, 3
nodal, 100, 5.88, 7815.55, 1e+05, 1, 0.170068, 1329.175, 17006.8, 1329.175, 18335.98, 80, 50, 1, 1, 3
local, 100, 7.14, 8104.83, 1e+05, 1, 0.140056, 1135.13, 14005.6, 1135.13, 15140.73, 80, 50, 1, 1, 3
minimal, 100, 5.51, 11319.11, 1e+05, 1, 0.1814882, 2054.285, 18148.82, 2054.285, 20203.11, 80, 50, 1, 1, 4
all, 100, 18, 24291, 1e+05, 1, 0.05555556, 1349.5, 5555.556, 1349.5, 6905.056, 80, 50, 1, 1, 4
nodal, 100, 6.4, 8784.16, 1e+05, 1, 0.15625, 1372.525, 15625, 1372.525, 16997.53, 80, 50, 1, 1, 4
local, 100, 7.82, 8913.82, 1e+05, 1, 0.1278772, 1139.875, 12787.72, 1139.875, 13927.6, 80, 50, 1, 1, 4
minimal, 100, 5.51, 10319.31, 1e+05, 1, 0.1814882, 1872.833, 18148.82, 1872.833, 20021.65, 80, 50, 1, 1, 5
all, 100, 18, 22997, 1e+05, 1, 0.05555556, 1277.611, 5555.556, 1277.611, 6833.167, 80, 50, 1, 1, 5
nodal, 100, 6.48, 7932.7, 1e+05, 1, 0.154321, 1224.182, 15432.1, 1224.182, 16656.28, 80, 50, 1, 1, 5
local, 100, 7.82, 7855.01, 1e+05, 1, 0.1278772, 1004.477, 12787.72, 1004.477, 13792.2, 80, 50, 1, 1, 5
minimal, 100, 5.51, 11226.24, 1e+05, 1, 0.1814882, 2037.43, 18148.82, 2037.43, 20186.25, 80, 50, 1, 2, 1
all, 100, 18, 24277, 1e+05, 1, 0.05555556, 1348.722, 5555.556, 1348.722, 6904.278, 80, 50, 1, 2, 1
nodal, 100, 6.96, 9398.5, 1e+05, 1, 0.1436782, 1350.359, 14367.82, 1350.359, 15718.18, 80, 50, 1, 2, 1
local, 100, 7.82, 8968.32, 1e+05, 1, 0.1278772, 1146.844, 12787.72, 1146.844, 13934.57, 80, 50, 1, 2, 1
minimal, 100, 5.51, 10936.58, 1e+05, 1, 0.1814882, 1984.86, 18148.82, 1984.86, 20133.68, 80, 50, 1, 2, 2
all, 100, 18, 24596, 1e+05, 1, 0.05555556, 1366.444, 5555.556, 1366.444, 6922, 80, 50, 1, 2, 2
nodal, 100, 6.96, 9230.53, 1e+05, 1, 0.1436782, 1326.226, 14367.82, 1326.226, 15694.04, 80, 50, 1, 2, 2
local, 100, 7.82, 8774.75, 1e+05, 1, 0.1278772, 1122.091, 12787.72, 1122.091, 13909.81, 80, 50, 1, 2, 2
minimal, 100, 5.51, 11663.55, 1e+05, 1, 0.1814882, 2116.797, 18148.82, 2116.797, 20265.62, 80, 50, 1, 2, 3
all, 100, 18, 24645, 1e+05, 1, 0.05555556, 1369.167, 5555.556, 1369.167, 6924.722, 80, 50, 1, 2, 3
nodal, 100, 5.88, 7954.21, 1e+05, 1, 0.170068, 1352.757, 17006.8, 1352.757, 18359.56, 80, 50, 1, 2, 3
local, 100, 7.82, 9099.05, 1e+05, 1, 0.1278772, 1163.561, 12787.72, 1163.561, 13951.29, 80, 50, 1, 2, 3
minimal, 100, 5.51, 11744.84, 1e+05, 1, 0.1814882, 2131.55, 18148.82, 2131.55, 20280.37, 80, 50, 1, 2, 4
all, 100, 18, 24341, 1e+05, 1, 0.05555556, 1352.278, 5555.556, 1352.278, 6907.833, 80, 50, 1, 2, 4
nodal, 100, 6.4, 9175.8, 1e+05, 1, 0.15625, 1433.719, 15625, 1433.719, 17058.72, 80, 50, 1, 2, 4
local, 100, 6.96, 8106.52, 1e+05, 1, 0.1436782, 1164.73, 14367.82, 1164.73, 15532.55, 80, 50, 1, 2, 4
minimal, 100, 5.51, 11900.82, 1e+05, 1, 0.1814882, 2159.858, 18148.82, 2159.858, 20308.68, 80, 50, 1, 2, 5
all, 100, 18, 24255, 1e+05, 1, 0.05555556, 1347.5, 5555.556, 1347.5, 6903.056, 80, 50, 1, 2, 5
nodal, 100, 6.48, 9049.01, 1e+05, 1, 0.154321, 1396.452, 15432.1, 1396.452, 16828.55, 80, 50, 1, 2, 5
local, 100, 7.82, 9022.75, 1e+05, 1, 0.1278772, 1153.804, 12787.72, 1153.804, 13941.53, 80, 50, 1, 2, 5
minimal, 100, 5.8, 10105.4, 1e+05, 1, 0.1724138, 1742.31, 17241.38, 1742.31, 18983.69, 80, 50, 2, 1, 1
all, 100, 23, 23923, 1e+05, 1, 0.04347826, 1040.13, 4347.826, 1040.13, 5387.957, 80, 50, 2, 1, 1
nodal, 100, 6.9, 8088.51, 1e+05, 1, 0.1449275, 1172.248, 14492.75, 1172.248, 15665, 80, 50, 2, 1, 1
local, 100, 6.9, 6462.66, 1e+05, 1, 0.1449275, 936.6174, 14492.75, 936.6174, 15429.37, 80, 50, 2, 1, 1
minimal, 100, 5.8, 9756.42, 1e+05, 1, 0.1724138, 1682.141, 17241.38, 1682.141, 18923.52, 80, 50, 2, 1, 2
all, 100, 23, 23345, 1e+05, 1, 0.04347826, 1015, 4347.826, 1015, 5362.826, 80, 50, 2, 1, 2
nodal, 100, 6.9, 7981.36, 1e+05, 1, 0.1449275, 1156.719, 14492.75, 1156.719, 15649.47, 80, 50, 2, 1, 2
local, 100, 6.9, 6280.21, 1e+05, 1, 0.1449275, 910.1754, 14492.75, 910.1754, 15402.93, 80, 50, 2, 1, 2
minimal, 100, 5.8, 10304.63, 1e+05, 1, 0.1724138, 1776.66, 17241.38, 1776.66, 19018.04, 80, 50, 2, 1, 3
all, 100, 23, 23561, 1e+05, 1, 0.04347826, 1024.391, 4347.826, 1024.391, 5372.217, 80, 50, 2, 1, 3
nodal, 100, 7.13, 8455.29, 1e+05, 1, 0.1402525, 1185.875, 14025.25, 1185.875, 15211.12, 80, 50, 2, 1, 3
local, 100, 7.13, 6512.08, 1e+05, 1, 0.1402525, 913.3352, 14025.25, 913.3352, 14938.58, 80, 50, 2, 1, 3
minimal, 100, 5.8, 11037.77, 1e+05, 1, 0.1724138, 1903.064, 17241.38, 1903.064, 19144.44, 80, 50, 2, 1, 4
all, 100, 23, 24225, 1e+05, 1, 0.04347826, 1053.261, 4347.826, 1053.261, 5401.087, 80, 50, 2, 1, 4
nodal, 100, 6.9, 8164.24, 1e+05, 1, 0.1449275, 1183.223, 14492.75, 1183.223, 15675.98, 80, 50, 2, 1, 4
local, 100, 6.9, 6488.73, 1e+05, 1, 0.1449275, 940.3957, 14492.75, 940.3957, 15433.15, 80, 50, 2, 1, 4
minimal, 100, 5.8, 10843.41, 1e+05, 1, 0.1724138, 1869.553, 17241.38, 1869.553, 19110.93, 80, 50, 2, 1, 5
all, 100, 23, 23891, 1e+05, 1, 0.04347826, 1038.739, 4347.826, 1038.739, 5386.565, 80, 50, 2, 1, 5
nodal, 100, 6.9, 8295.23, 1e+05, 1, 0.1449275, 1202.207, 14492.75, 1202.207, 15694.96, 80, 50, 2, 1, 5
local, 100, 10.12, 9541.29, 1e+05, 1, 0.09881423, 942.8152, 9881.423, 942.8152, 10824.24, 80, 50, 2, 1, 5
minimal, 100, 5.8, 10648.75, 1e+05, 1, 0.1724138, 1835.991, 17241.38, 1835.991, 19077.37, 80, 50, 2, 2, 1
all, 100, 23, 24021, 1e+05, 1, 0.04347826, 1044.391, 4347.826, 1044.391, 5392.217, 80, 50, 2, 2, 1
nodal, 100, 6.9, 8466.58, 1e+05, 1, 0.1449275, 1227.041, 14492.75, 1227.041, 15719.79, 80, 50, 2, 2, 1
local, 100, 7.82, 7457.03, 1e+05, 1, 0.1278772, 953.5844, 12787.72, 953.5844, 13741.31, 80, 50, 2, 2, 1
minimal, 100, 5.8, 10167.87, 1e+05, 1, 0.1724138, 1753.081, 17241.38, 1753.081, 18994.46, 80, 50, 2, 2, 2
all, 100, 23, 24592, 1e+05, 1, 0.04347826, 1069.217, 4347.826, 1069.217, 5417.043, 80, 50, 2, 2, 2
nodal, 100, 6.9, 9105.17, 1e+05, 1, 0.1449275, 1319.59, 14492.75, 1319.59, 15812.34, 80, 50, 2, 2, 2
local, 100, 7.82, 7606.38, 1e+05, 1, 0.1278772, 972.6829, 12787.72, 972.6829, 13760.41, 80, 50, 2, 2, 2
minimal, 100, 5.8, 10407.66, 1e+05, 1, 0.1724138, 1794.424, 17241.38, 1794.424, 19035.8, 80, 50, 2, 2, 3
all, 100, 23, 24616, 1e+05, 1, 0.04347826, 1070.261, 4347.826, 1070.261, 5418.087, 80, 50, 2, 2, 3
nodal, 100, 7.13, 8617.28, 1e+05, 1, 0.1402525, 1208.595, 14025.25, 1208.595, 15233.84, 80, 50, 2, 2, 3
local, 100, 7.82, 7344.3, 1e+05, 1, 0.1278772, 939.1688, 12787.72, 939.1688, 13726.89, 80, 50, 2, 2, 3
minimal, 100, 5.8, 10654.13, 1e+05, 1, 0.1724138, 1836.919, 17241.38, 1836.919, 19078.3, 80, 50, 2, 2, 4
all, 100, 23, 24390, 1e+05, 1, 0.04347826, 1060.435, 4347.826, 1060.435, 5408.261, 80, 50, 2, 2, 4
nodal, 100, 6.9, 8153.84, 1e+05, 1, 0.1449275, 1181.716, 14492.75, 1181.716, 15674.47, 80, 50, 2, 2, 4
local, 100, 6.9, 6560.18, 1e+05, 1, 0.1449275, 950.7507, 14492.75, 950.7507, 15443.5, 80, 50, 2, 2, 4
minimal, 100, 5.8, 11716.11, 1e+05, 1, 0.1724138, 2020.019, 17241.38, 2020.019, 19261.4, 80, 50, 2, 2, 5
all, 100, 23, 25059, 1e+05, 1, 0.04347826, 1089.522, 4347.826, 1089.522, 5437.348, 80, 50, 2, 2, 5
nodal, 100, 6.9, 8560.36, 1e+05, 1, 0.1449275, 1240.632, 14492.75, 1240.632, 15733.39, 80, 50, 2, 2, 5
local, 100, 8.74, 8717.05, 1e+05, 1, 0.1144165, 997.3741, 11441.65, 997.3741, 12439.02, 80, 50, 2, 2, 5
minimal, 100, 5.51, 11890.28, 1e+05, 1, 0.1814882, 2157.946, 18148.82, 2157.946, 20306.77, 85, 50, 1, 1, 1
all, 100, 18, 24790, 1e+05, 1, 0.05555556, 1377.222, 5555.556, 1377.222, 6932.778, 85, 50, 1, 1, 1
nodal, 100, 6.96, 10681.21, 1e+05, 1, 0.1436782, 1534.657, 14367.82, 1534.657, 15902.47, 85, 50, 1, 1, 1
local, 100, 7.82, 9455.12, 1e+05, 1, 0.1278772, 1209.095, 12787.72, 1209.095, 13996.82, 85, 50, 1, 1, 1
minimal, 100, 5.51, 11589.87, 1e+05, 1, 0.1814882, 2103.425, 18148.82, 2103.425, 20252.25, 85, 50, 1, 1, 2
all, 100, 18, 24442, 1e+05, 1, 0.05555556, 1357.889, 5555.556, 1357.889, 6913.444, 85, 50, 1, 1, 2
nodal, 100, 6.96, 10271.85, 1e+05, 1, 0.1436782, 1475.841, 14367.82, 1475.841, 15843.66, 85, 50, 1, 1, 2
local, 100, 6.96, 8047.58, 1e+05, 1, 0.1436782, 1156.261, 14367.82, 1156.261, 15524.08, 85, 50, 1, 1, 2
minimal, 100, 5.51, 11716.04, 1e+05, 1, 0.1814882, 2126.323, 18148.82, 2126.323, 20275.14, 85, 50, 1, 1, 3
all, 100, 18, 25092, 1e+05, 1, 0.05555556, 1394, 5555.556, 1394, 6949.556, 85, 50, 1, 1, 3
